,locality,type of property,subtype of property,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
1347,Lebbeke,HOUSE,HOUSE,369000.0,3.0,135.0,INSTALLED,,-1.0,True,,True,,755,3,,GOOD
1348,,,,,,,,,,,,,,,,,
1349,TILFF,HOUSE,APARTMENT_BLOCK,370000.0,4.0,273.0,SEMI_EQUIPPED,,-1.0,,,True,848.0,1121,4,,TO_RENOVATE
1350,Kipseli,APARTMENT,APARTMENT,255000.0,2.0,104.0,0,False,,,,,,UNKNOWN,,False,GOOD
1351,Avelgem,APARTMENT,APARTMENT,165000.0,2.0,91.0,SEMI_EQUIPPED,,-1.0,True,,,,,,,GOOD
1352,Amarinthos,HOUSE,APARTMENT_BLOCK,160000.0,4.0,140.0,INSTALLED,False,,True,,,,0,,False,GOOD
1353,Oud-Heverlee Sint-Joris-Weert,HOUSE,HOUSE,389000.0,3.0,155.0,HYPER_EQUIPPED,,,True,14.0,True,380.0,446,2,False,GOOD
1354,Wilrijk,APARTMENT,APARTMENT,280000.0,3.0,105.0,0,,-1.0,True,2.0,,,UNKNOWN,3,,GOOD
1355,Koekelare,HOUSE,HOUSE,383900.0,3.0,,0,,,True,,,,607,3,,GOOD
1356,Heverlee,HOUSE,HOUSE,559000.0,3.0,159.0,INSTALLED,,-1.0,,,True,,495,2,,JUST_RENOVATED
1357,Uccle,APARTMENT,APARTMENT,775000.0,3.0,180.0,HYPER_EQUIPPED,False,,True,6.0,,,UNKNOWN,2,False,JUST_RENOVATED
1358,Deerlijk,HOUSE,HOUSE,175000.0,2.0,89.0,0,,,True,,,,1412,3,,GOOD
1359,Zwevegem,HOUSE,VILLA,475000.0,3.0,256.0,,,,,,,,1197,4,,GOOD
1360,Bruxelles,APARTMENT,DUPLEX,259000.0,3.0,115.0,INSTALLED,False,,,,,,UNKNOWN,2,False,TO_BE_DONE_UP
1361,De Panne,APARTMENT,APARTMENT,289000.0,2.0,89.0,0,,,True,,,,UNKNOWN,,,GOOD
1362,De Panne,APARTMENT,PENTHOUSE,625000.0,3.0,112.0,0,,,True,125.0,,,UNKNOWN,,,GOOD
1363,Frameries,HOUSE,HOUSE,165000.0,3.0,250.0,0,False,,,,,,0,2,False,
1364,Geel,HOUSE,VILLA,975000.0,4.0,393.0,0,,-1.0,True,,True,,3281,,,AS_NEW
1365,Oostende,HOUSE,HOUSE,799000.0,5.0,594.0,0,,,,,,,718,4,,GOOD
1366,Uccle,APARTMENT,APARTMENT,795000.0,3.0,192.0,USA_HYPER_EQUIPPED,False,,True,25.0,,,UNKNOWN,3,False,
1367,Hulshout,HOUSE,HOUSE,199000.0,1.0,59.0,NOT_INSTALLED,,-1.0,True,,True,,786,4,,GOOD
1368,Westrem,HOUSE,HOUSE,395000.0,2.0,165.0,0,,,,,True,2626.0,2796,5,,GOOD
1369,Leuven,APARTMENT,FLAT_STUDIO,195000.0,1.0,29.0,0,,-1.0,,,,,,2,,TO_BE_DONE_UP
1370,Grez-Doiceau,HOUSE,HOUSE,460326.0,3.0,157.0,NOT_INSTALLED,,-1.0,True,17.0,True,,924,4,,
1371,INGOOIGEM,HOUSE,HOUSE,494650.0,5.0,250.0,INSTALLED,,-1.0,True,,True,,609,,,
1372,SAINT-LÉGER,HOUSE,HOUSE,350000.0,3.0,160.0,INSTALLED,,-1.0,True,18.0,True,,368,3,,
1373,Beersel,HOUSE,VILLA,529000.0,3.0,146.0,HYPER_EQUIPPED,False,,True,15.0,True,310.0,530,4,False,GOOD
1374,Anderlecht,APARTMENT,DUPLEX,375000.0,4.0,140.0,USA_HYPER_EQUIPPED,,,True,18.0,,,UNKNOWN,,,AS_NEW
1375,Uccle,HOUSE,HOUSE,1950000.0,6.0,550.0,0,False,,True,44.0,True,850.0,1095,4,,JUST_RENOVATED
1376,Quenast,HOUSE,HOUSE,230000.0,3.0,140.0,INSTALLED,False,,,,True,84.0,253,2,,
1377,Maarkedal,HOUSE,HOUSE,699000.0,3.0,261.0,0,False,,,,True,6377.0,6377,4,False,AS_NEW
1378,Deurne,HOUSE,HOUSE,349000.0,2.0,120.0,0,False,,,,,,128,2,,GOOD
1379,Wezembeek-Oppem,HOUSE,HOUSE,649000.0,4.0,,HYPER_EQUIPPED,False,,True,9.0,True,160.0,464,4,False,TO_RENOVATE
1380,TILFF,HOUSE,HOUSE,370000.0,4.0,273.0,SEMI_EQUIPPED,,-1.0,,,True,848.0,1121,4,,TO_RENOVATE
1381,Anderlecht,HOUSE,HOUSE,375000.0,3.0,156.0,,,-1.0,True,,True,140.0,278,2,,TO_RENOVATE
1382,La Hulpe,HOUSE,HOUSE,375000.0,2.0,75.0,INSTALLED,False,,True,6.0,True,75.0,181,3,False,GOOD
1383,Molenbeek-Saint-Jean,HOUSE,HOUSE,379000.0,4.0,250.0,USA_HYPER_EQUIPPED,False,,True,,,,100,2,False,TO_BE_DONE_UP
1384,Beersel,HOUSE,HOUSE,379000.0,3.0,118.0,INSTALLED,,-1.0,True,,,,251,3,,GOOD
1385,Wemmel,HOUSE,HOUSE,389000.0,3.0,145.0,SEMI_EQUIPPED,False,,True,8.0,True,130.0,130,2,False,GOOD
1386,Aarschot,HOUSE,APARTMENT_BLOCK,390000.0,3.0,194.0,INSTALLED,,-1.0,True,15.0,True,60.0,319,3,,TO_BE_DONE_UP
1387,Braine-l'Alleud,HOUSE,HOUSE,395000.0,3.0,134.0,HYPER_EQUIPPED,False,,True,30.0,True,70.0,281,3,False,AS_NEW
1388,Huy,HOUSE,HOUSE,395000.0,3.0,229.0,INSTALLED,,-1.0,True,35.0,True,586.0,770,2,,AS_NEW
1389,Flobecq,HOUSE,VILLA,395000.0,3.0,215.0,INSTALLED,,-1.0,True,,,,1160,4,,GOOD
1390,Anderlecht,HOUSE,MIXED_USE_BUILDING,399000.0,8.0,260.0,NOT_INSTALLED,False,,,,,,63,2,False,TO_RENOVATE
1391,Koekelberg,HOUSE,HOUSE,399000.0,3.0,134.0,HYPER_EQUIPPED,False,,True,13.0,True,25.0,115,2,False,GOOD
1392,Corroy-le-Grand,HOUSE,VILLA,399000.0,3.0,125.0,INSTALLED,,-1.0,True,10.0,True,766.0,866,4,,GOOD
1393,Desselgem,HOUSE,VILLA,399500.0,3.0,185.0,INSTALLED,,-1.0,True,,,,558,4,,GOOD
1394,Bruxelles,HOUSE,MIXED_USE_BUILDING,420000.0,4.0,242.0,HYPER_EQUIPPED,False,,True,20.0,True,119.0,187,2,False,GOOD
1395,Neder-over-Heembeek,HOUSE,HOUSE,420000.0,4.0,245.0,NOT_INSTALLED,False,,True,75.0,True,30.0,200,2,False,TO_RENOVATE
1396,Wezembeek-Oppem,HOUSE,HOUSE,420000.0,3.0,144.0,SEMI_EQUIPPED,False,,True,13.0,,,176,3,False,TO_BE_DONE_UP
1397,Arlon,HOUSE,HOUSE,420000.0,3.0,126.0,INSTALLED,,1.0,True,40.0,True,285.0,485,3,,AS_NEW
1398,Laeken,HOUSE,MIXED_USE_BUILDING,425000.0,2.0,100.0,USA_SEMI_EQUIPPED,False,,,,,,52,2,False,TO_BE_DONE_UP
1399,Jodoigne,HOUSE,VILLA,425000.0,4.0,153.0,USA_HYPER_EQUIPPED,False,,True,20.0,,,1260,4,False,GOOD
1400,Herne,HOUSE,HOUSE,429000.0,5.0,250.0,SEMI_EQUIPPED,,-1.0,True,,True,875.0,1133,3,,GOOD
1401,Herne,HOUSE,HOUSE,429000.0,4.0,250.0,SEMI_EQUIPPED,,-1.0,True,,True,875.0,1133,3,,GOOD
1402,Ligney,HOUSE,HOUSE,,5.0,282.0,INSTALLED,,-1.0,True,12.0,True,1850.0,1976,3,,GOOD
1403,WALSHOUTEM,HOUSE,VILLA,439000.0,3.0,157.0,NOT_INSTALLED,,-1.0,True,32.0,,,1796,4,,GOOD
1404,Mons Ghlin,HOUSE,VILLA,440000.0,6.0,259.0,HYPER_EQUIPPED,False,,True,,True,952.0,1122,4,False,AS_NEW
1405,Grez-Doiceau,HOUSE,VILLA,449000.0,6.0,215.0,USA_INSTALLED,False,,True,6.0,True,632.0,747,4,False,GOOD
1406,Gooik,HOUSE,HOUSE,449000.0,3.0,185.0,INSTALLED,,-1.0,True,,,,2592,4,,TO_BE_DONE_UP
1407,Kortenberg,HOUSE,HOUSE,449000.0,5.0,208.0,USA_HYPER_EQUIPPED,False,,True,65.0,True,70.0,187,3,False,GOOD
1408,Woluwe-Saint-Pierre,HOUSE,HOUSE,450000.0,3.0,110.0,USA_INSTALLED,False,,True,25.0,,,97,2,False,GOOD
1409,Uccle,HOUSE,HOUSE,450000.0,3.0,140.0,INSTALLED,False,,True,24.0,True,95.0,192,2,False,TO_BE_DONE_UP
1410,Wondelgem,HOUSE,HOUSE,265000.0,2.0,,INSTALLED,False,,,,True,,141,,False,AS_NEW
1411,Gent,HOUSE,HOUSE,265000.0,2.0,,INSTALLED,False,,,,True,,141,,False,AS_NEW
1412,Gent,HOUSE,HOUSE,446000.0,3.0,185.0,INSTALLED,False,,True,14.0,True,,205,,False,AS_NEW
1413,Gent,HOUSE,HOUSE,323000.0,3.0,,NOT_INSTALLED,False,,,,True,,184,2,False,JUST_RENOVATED
1414,Oostende,APARTMENT,APARTMENT,595000.0,3.0,137.0,HYPER_EQUIPPED,,,True,,,,UNKNOWN,,,AS_NEW
1415,Tielt,APARTMENT,APARTMENT,199000.0,2.0,111.0,,False,,,,,,UNKNOWN,2,False,GOOD
1416,Athènes,HOUSE,HOUSE,190000.0,2.0,97.0,0,False,,,,,,0,,False,GOOD
1417,Uccle,HOUSE,VILLA,1595000.0,4.0,275.0,USA_HYPER_EQUIPPED,False,1.0,True,70.0,True,,1154,4,False,AS_NEW
1418,,,,,,,,,,,,,,,,,
1419,Namur,APARTMENT,APARTMENT,220000.0,2.0,70.0,INSTALLED,,,,,,,,UNKNOWN,,UNKNOWN
1420,Namur,HOUSE,APARTMENT_BLOCK,395000.0,7.0,400.0,0,,,,,,,101,2,,
1421,Ixelles - Cimetière d'XL,APARTMENT,APARTMENT,399000.0,2.0,95.0,INSTALLED,False,,,,,,UNKNOWN,2,,
1422,Oostende,APARTMENT,APARTMENT,325000.0,2.0,90.0,,,,True,3.0,,,UNKNOWN,2,,GOOD
1423,Halle,HOUSE,HOUSE,339000.0,3.0,132.0,0,,,True,,,,262,3,,GOOD
1424,Halle,HOUSE,HOUSE,349000.0,3.0,168.0,0,,,True,40.0,,,250,4,,
1425,Grimbergen,HOUSE,HOUSE,895000.0,5.0,433.0,0,,,True,,,,355,4,,TO_BE_DONE_UP
1426,Brugge,HOUSE,HOUSE,254000.0,0.0,105.0,0,,,,,,,196,2,,GOOD
1427,Wenduine,APARTMENT,APARTMENT,279000.0,2.0,65.0,HYPER_EQUIPPED,True,,,,,,,2,,JUST_RENOVATED
1428,Izegem,APARTMENT,APARTMENT,285000.0,3.0,164.0,INSTALLED,,,True,,,,UNKNOWN,2,,AS_NEW
1429,Uccle,APARTMENT,APARTMENT,345000.0,2.0,100.0,INSTALLED,,1.0,True,6.0,,,UNKNOWN,2,,TO_BE_DONE_UP
1430,Morlanwelz,APARTMENT,APARTMENT,210000.0,3.0,361.0,INSTALLED,,,,,,,UNKNOWN,3,,GOOD
1431,Morlanwelz,APARTMENT,APARTMENT,89000.0,2.0,133.0,INSTALLED,,,,,,,UNKNOWN,2,,GOOD
1432,Schoten,HOUSE,HOUSE,249000.0,2.0,135.0,INSTALLED,,,True,,,,0,3,,GOOD
1433,Schoten,APARTMENT,TRIPLEX,249000.0,2.0,135.0,INSTALLED,,,True,,,,,3,,GOOD
1434,Turnhout,HOUSE,HOUSE,289000.0,3.0,130.0,INSTALLED,,,True,,,,113,2,,AS_NEW
1435,Balen,HOUSE,HOUSE,325000.0,5.0,169.0,0,,,,,,,1963,4,,TO_BE_DONE_UP
1436,Mol,HOUSE,HOUSE,299000.0,4.0,154.0,0,,,,,,,850,3,,TO_BE_DONE_UP
1437,Dessel,HOUSE,HOUSE,265000.0,3.0,160.0,USA_INSTALLED,False,,True,,,,873,3,,TO_BE_DONE_UP
1438,Begijnendijk,HOUSE,HOUSE,275000.0,4.0,203.0,,,,,,,,860,4,,TO_RENOVATE
1439,Braine-l'Alleud,APARTMENT,GROUND_FLOOR,380000.0,2.0,,,False,,True,25.0,True,80.0,UNKNOWN,,,
1440,Wavre,HOUSE,BUNGALOW,450000.0,3.0,123.0,SEMI_EQUIPPED,False,,True,30.0,,,1473,4,False,GOOD
1441,Fosses-la-Ville,HOUSE,VILLA,450000.0,4.0,240.0,HYPER_EQUIPPED,False,,True,,,,837,4,False,AS_NEW
1442,Jette,HOUSE,HOUSE,455000.0,4.0,171.0,INSTALLED,False,,,,True,42.0,112,2,,GOOD
1443,Grez-Doiceau,HOUSE,HOUSE,455000.0,3.0,274.0,INSTALLED,,1.0,True,,True,2600.0,3019,4,False,GOOD
1444,Woluwe-Saint-Lambert,HOUSE,MIXED_USE_BUILDING,460000.0,1.0,160.0,SEMI_EQUIPPED,False,,True,2.0,,,160,2,False,GOOD
1445,Roosdaal,HOUSE,MIXED_USE_BUILDING,460000.0,5.0,377.0,HYPER_EQUIPPED,False,,True,,,,975,3,False,GOOD
1446,,,,,,,,,,,,,,,,,
1447,,,,,,,,,,,,,,,,,
1448,Ottignies-louvain-la-neuve,HOUSE,HOUSE,475000.0,3.0,123.0,USA_INSTALLED,,,True,32.0,True,195.0,253,2,,GOOD
1449,Bertem,HOUSE,TOWN_HOUSE,484000.0,4.0,214.0,HYPER_EQUIPPED,,,True,25.0,True,2000.0,2890,4,False,GOOD
1450,Rixensart,HOUSE,BUNGALOW,495000.0,3.0,160.0,INSTALLED,False,,,,,,872,4,False,GOOD
1451,Oud-Heverlee,HOUSE,HOUSE,495000.0,4.0,165.0,INSTALLED,False,,True,,True,647.0,647,4,,GOOD
1452,Lubbeek Linden,HOUSE,HOUSE,495000.0,3.0,208.0,INSTALLED,False,,True,,,,926,3,,AS_NEW
1453,Blégny Saive,HOUSE,EXCEPTIONAL_PROPERTY,495000.0,8.0,282.0,NOT_INSTALLED,False,,True,,,,2200,4,False,TO_RENOVATE
1454,Tintigny,HOUSE,HOUSE,498000.0,4.0,800.0,INSTALLED,,1.0,,,True,3367.0,3787,2,,JUST_RENOVATED
1455,Putte,HOUSE,HOUSE,499000.0,4.0,260.0,USA_HYPER_EQUIPPED,,,True,,True,600.0,898,4,False,AS_NEW
1456,Auderghem,HOUSE,HOUSE,500000.0,3.0,136.0,HYPER_EQUIPPED,False,,,,True,55.0,220,2,False,TO_RENOVATE
1457,Leuven,HOUSE,HOUSE,509000.0,4.0,169.0,0,,,True,28.0,True,220.0,450,3,False,AS_NEW
1458,Anderlecht,HOUSE,HOUSE,510000.0,3.0,221.0,INSTALLED,True,,True,15.0,True,75.0,238,3,False,AS_NEW
1459,Aarschot,HOUSE,EXCEPTIONAL_PROPERTY,515000.0,5.0,257.0,HYPER_EQUIPPED,False,,True,,,,520,2,False,AS_NEW
1460,Nieuwpoort,HOUSE,VILLA,520000.0,4.0,221.0,INSTALLED,False,,True,40.0,True,400.0,753,4,False,TO_BE_DONE_UP
1461,Koksijde,HOUSE,VILLA,520000.0,3.0,139.0,INSTALLED,False,,True,16.0,True,500.0,592,4,False,TO_RENOVATE
1462,Jette,HOUSE,HOUSE,525000.0,4.0,189.0,USA_HYPER_EQUIPPED,,-1.0,True,15.0,True,33.0,120,2,,JUST_RENOVATED
1463,Presles,HOUSE,VILLA,540000.0,5.0,285.0,INSTALLED,,1.0,True,110.0,True,1370.0,1700,4,False,GOOD
1464,Halle,HOUSE,HOUSE,549000.0,3.0,230.0,INSTALLED,,-1.0,,,True,806.0,924,4,,JUST_RENOVATED
1465,Temse,HOUSE,BUNGALOW,549000.0,3.0,212.0,HYPER_EQUIPPED,,-1.0,True,105.0,True,750.0,1765,4,,TO_BE_DONE_UP
1466,Woluwe-Saint-Pierre,HOUSE,HOUSE,550000.0,3.0,145.0,NOT_INSTALLED,False,,True,16.0,,,188,3,False,TO_RENOVATE
1467,Ledeberg,HOUSE,HOUSE,569000.0,3.0,160.0,,,-1.0,True,25.0,True,700.0,1052,4,,GOOD
1468,Beersel,HOUSE,HOUSE,570000.0,6.0,258.0,HYPER_EQUIPPED,,-1.0,True,85.0,True,762.0,1152,2,,GOOD
1469,Steenokkerzeel,HOUSE,VILLA,575000.0,4.0,250.0,INSTALLED,False,,True,60.0,True,600.0,1097,4,False,GOOD
1470,Merelbeke,HOUSE,HOUSE,310000.0,4.0,178.0,USA_INSTALLED,False,,True,20.0,True,150.0,236,2,,GOOD
1471,Geraardsbergen,APARTMENT,APARTMENT,257000.0,2.0,97.0,0,,,True,9.0,,,,2,False,AS_NEW
1472,Geraardsbergen,APARTMENT,APARTMENT,308000.0,2.0,125.0,0,,,True,5.0,,,,2,,AS_NEW
1473,Geraardsbergen,APARTMENT,APARTMENT,283000.0,2.0,110.0,0,,,True,9.0,,,,2,,AS_NEW
1474,Zottegem,HOUSE,HOUSE,349000.0,3.0,230.0,INSTALLED,False,,True,,,,1235,4,False,TO_BE_DONE_UP
1475,Lummen,HOUSE,HOUSE,315000.0,4.0,160.0,HYPER_EQUIPPED,,,True,,,,836,4,False,
1476,Leuven Kessel-Lo,HOUSE,VILLA,1300000.0,6.0,347.0,HYPER_EQUIPPED,False,,True,,True,2600.0,3052,4,True,AS_NEW
1477,Leuven,APARTMENT,APARTMENT,350000.0,3.0,101.0,INSTALLED,False,,,,,,,4,,GOOD
1478,Knokke-Heist,APARTMENT,APARTMENT,795000.0,3.0,88.0,USA_HYPER_EQUIPPED,False,,True,4.0,,,,2,False,JUST_RENOVATED
1479,Knokke-Heist,APARTMENT,DUPLEX,795000.0,3.0,83.0,USA_HYPER_EQUIPPED,False,,True,6.0,,,,2,False,JUST_RENOVATED
1480,Knokke-Heist,APARTMENT,APARTMENT,635000.0,3.0,93.0,USA_HYPER_EQUIPPED,True,,True,5.0,,,,2,False,GOOD
1481,Gent,APARTMENT,APARTMENT,149000.0,2.0,75.0,0,,,True,,,,,2,,GOOD
1482,Charleroi Mont-sur-Marchienne,HOUSE,HOUSE,180000.0,2.0,156.0,,False,,True,,,,0,2,,GOOD
1483,Spa,HOUSE,HOUSE,495000.0,3.0,149.0,HYPER_EQUIPPED,,,True,16.0,True,490.0,633,3,,GOOD
1484,Heusy,HOUSE,HOUSE,249000.0,2.0,93.0,,False,,True,13.0,,,6146,4,,GOOD
1485,Bruxelles,APARTMENT,APARTMENT,360000.0,1.0,82.0,USA_HYPER_EQUIPPED,False,,True,21.0,,,UNKNOWN,2,,AS_NEW
1486,BELLECOURT,HOUSE,HOUSE,399000.0,4.0,198.0,HYPER_EQUIPPED,False,,True,40.0,True,860.0,1294,4,False,AS_NEW
1487,Jemappes,HOUSE,HOUSE,99999.0,3.0,185.0,NOT_INSTALLED,False,,True,,,,1065,3,False,TO_RENOVATE
1488,GOUTROUX,HOUSE,HOUSE,269999.0,4.0,202.0,INSTALLED,False,,True,39.0,True,145.0,279,2,False,GOOD
1489,PERONNES-LEZ-BINCHE,HOUSE,HOUSE,279999.0,5.0,222.0,INSTALLED,False,,,,True,465.0,888,4,False,GOOD
1490,Dampremy,HOUSE,HOUSE,119999.0,3.0,177.0,USA_INSTALLED,False,,True,33.0,True,370.0,370,2,False,TO_RENOVATE
1491,Liege,HOUSE,HOUSE,139000.0,4.0,165.0,SEMI_EQUIPPED,False,,,,True,22.0,0,2,,TO_BE_DONE_UP
1492,Liege,HOUSE,MIXED_USE_BUILDING,239000.0,4.0,219.0,,,,True,33.0,,,95,2,,TO_RENOVATE
1493,Erpe-Mere,HOUSE,HOUSE,495000.0,4.0,250.0,HYPER_EQUIPPED,False,,True,,,,371,4,False,AS_NEW
1494,Lebbeke,APARTMENT,APARTMENT,199000.0,3.0,109.0,0,,,True,,,,,,,
1495,Beersel Dworp,HOUSE,VILLA,1690000.0,4.0,,,False,,True,,,,18580,4,True,
1496,Beersel,HOUSE,VILLA,1690000.0,4.0,,,False,,True,,,,18580,4,True,
1497,Halle,HOUSE,HOUSE,365000.0,4.0,159.0,INSTALLED,False,,True,,,,272,2,False,GOOD
1498,Beersel Alsemberg,HOUSE,VILLA,1690000.0,4.0,,,False,,True,,,,18580,4,True,
1499,Maaseik,HOUSE,HOUSE,325000.0,3.0,200.0,HYPER_EQUIPPED,,,True,,,,1265,4,,GOOD
1500,Laeken,HOUSE,HOUSE,595000.0,4.0,250.0,INSTALLED,False,,True,15.0,True,350.0,459,3,False,TO_BE_DONE_UP
1501,Waterloo,HOUSE,VILLA,595000.0,3.0,215.0,INSTALLED,,,True,,True,1100.0,1284,4,False,TO_RENOVATE
1502,Grimbergen,HOUSE,MIXED_USE_BUILDING,598000.0,5.0,320.0,INSTALLED,False,,True,25.0,True,78.0,396,2,False,GOOD
1503,Beersel,HOUSE,VILLA,599000.0,3.0,251.0,INSTALLED,,-1.0,True,,,,1689,4,,TO_BE_DONE_UP
1504,Vilvoorde,HOUSE,EXCEPTIONAL_PROPERTY,599000.0,3.0,210.0,INSTALLED,False,,True,25.0,,,195,2,False,AS_NEW
1505,Thimister-Clermont,HOUSE,HOUSE,599000.0,5.0,286.0,INSTALLED,False,,True,,True,1334.0,1334,4,False,GOOD
1506,Brussels City,HOUSE,HOUSE,600000.0,7.0,220.0,SEMI_EQUIPPED,False,,True,24.0,True,37.0,13,2,False,GOOD
1507,Etterbeek,HOUSE,HOUSE,600000.0,5.0,190.0,INSTALLED,False,,True,15.0,True,50.0,120,2,False,GOOD
1508,OETINGEN,HOUSE,HOUSE,620000.0,3.0,250.0,INSTALLED,,-1.0,True,,,,3275,4,,GOOD
1509,,,,,,,,,,,,,,,,,
1510,,,,,,,,,,,,,,,,,
1511,,,,,,,,,,,,,,,,,
1512,Anderlecht,HOUSE,HOUSE,645000.0,4.0,320.0,NOT_INSTALLED,False,,True,4.0,,,320,2,False,TO_RENOVATE
1513,Wezembeek-Oppem,HOUSE,HOUSE,645000.0,3.0,190.0,INSTALLED,False,,True,,True,350.0,709,4,False,TO_RENOVATE
1514,Woluwe-Saint-Pierre,HOUSE,MIXED_USE_BUILDING,649000.0,3.0,200.0,USA_HYPER_EQUIPPED,False,,True,12.0,True,50.0,132,2,False,GOOD
1515,Schaerbeek,HOUSE,HOUSE,650000.0,5.0,320.0,INSTALLED,False,,True,20.0,True,80.0,150,2,False,AS_NEW
1516,Schaerbeek,HOUSE,APARTMENT_BLOCK,650000.0,3.0,320.0,INSTALLED,False,,True,20.0,True,80.0,150,2,False,AS_NEW
1517,,,,,,,,,,,,,,,,,
1518,,,,,,,,,,,,,,,,,
1519,Woluwe-Saint-Pierre,HOUSE,HOUSE,675000.0,4.0,155.0,SEMI_EQUIPPED,False,,,,True,100.0,243,3,False,GOOD
1520,Wavre,HOUSE,VILLA,675000.0,4.0,200.0,USA_HYPER_EQUIPPED,False,,True,60.0,True,650.0,838,4,False,AS_NEW
1521,Woluwe-Saint-Lambert,HOUSE,HOUSE,680000.0,4.0,155.0,USA_HYPER_EQUIPPED,False,,True,7.0,True,312.0,411,2,False,AS_NEW
1522,Wetteren,HOUSE,EXCEPTIONAL_PROPERTY,690000.0,7.0,405.0,INSTALLED,True,-1.0,,,True,4534.0,4534,4,,TO_BE_DONE_UP
1523,Woluwe-Saint-Pierre,HOUSE,TOWN_HOUSE,695000.0,4.0,188.0,HYPER_EQUIPPED,False,,True,18.0,True,75.0,161,2,False,GOOD
1524,Woluwe-Saint-Lambert,HOUSE,HOUSE,695000.0,4.0,190.0,USA_HYPER_EQUIPPED,False,,True,10.0,True,150.0,270,2,False,GOOD
1525,Beersel,HOUSE,HOUSE,695000.0,5.0,253.0,SEMI_EQUIPPED,,1.0,,,,,1375,4,,TO_BE_DONE_UP
1526,Gooik,HOUSE,HOUSE,695000.0,4.0,240.0,INSTALLED,,-1.0,True,,,,1040,4,,GOOD
1527,Anderlecht,HOUSE,APARTMENT_BLOCK,699000.0,5.0,270.0,INSTALLED,,,True,,,,490,2,,GOOD
1528,Anderlecht,HOUSE,MIXED_USE_BUILDING,699000.0,5.0,270.0,INSTALLED,,,True,,,,490,2,,GOOD
1529,Schaerbeek,HOUSE,HOUSE,700000.0,5.0,290.0,USA_HYPER_EQUIPPED,False,,,,True,37.0,118,2,False,AS_NEW
1530,Kinrooi,APARTMENT,DUPLEX,238000.0,3.0,145.0,HYPER_EQUIPPED,False,,True,44.0,,,,3,,GOOD
1531,Koksijde Oostduinkerke,APARTMENT,PENTHOUSE,1750000.0,3.0,163.0,INSTALLED,,,True,,,,UNKNOWN,4,,GOOD
1532,Ixelles,APARTMENT,APARTMENT,375000.0,2.0,99.0,USA_SEMI_EQUIPPED,,,True,,,,UNKNOWN,3,False,AS_NEW
1533,Ciney,HOUSE,HOUSE,245000.0,3.0,135.0,,,,,,,,472,3,,
1534,Uccle,HOUSE,HOUSE,1950000.0,6.0,550.0,,False,,,,,,1075,4,False,JUST_RENOVATED
1535,La Hulpe,APARTMENT,GROUND_FLOOR,385000.0,2.0,89.0,HYPER_EQUIPPED,False,,True,22.0,,,UNKNOWN,2,False,
1536,Uccle,APARTMENT,APARTMENT,245000.0,1.0,80.0,INSTALLED,False,,True,2.0,,,,2,False,GOOD
1537,CHATELINEAU,HOUSE,HOUSE,169000.0,3.0,125.0,,,,True,20.0,,,360,2,,
1538,Mont-sur-Marchienne,HOUSE,HOUSE,190000.0,4.0,,0,False,,True,,,,0,2,,TO_BE_DONE_UP
1539,Edegem,APARTMENT,APARTMENT,209000.0,2.0,84.0,SEMI_EQUIPPED,,-1.0,True,15.0,,,UNKNOWN,3,,GOOD
1540,Durbuy,HOUSE,CHALET,69000.0,2.0,59.0,USA_INSTALLED,False,,True,8.0,True,110.0,200,4,False,AS_NEW
1541,Zaventem Sterrebeek,HOUSE,HOUSE,825000.0,6.0,,HYPER_EQUIPPED,False,,True,25.0,,,415,4,,AS_NEW
1542,Mol,HOUSE,VILLA,645000.0,4.0,367.0,USA_HYPER_EQUIPPED,,,True,,,,1356,4,,GOOD
1543,Antwerp,APARTMENT,APARTMENT,2650000.0,4.0,330.0,0,,,True,,,,,UNKNOWN,False,UNKNOWN
1544,Quiévrain Baisieux,HOUSE,APARTMENT_BLOCK,205000.0,4.0,,0,False,,,,,,210,2,,GOOD
1545,Berchem,APARTMENT,APARTMENT,299000.0,2.0,90.0,HYPER_EQUIPPED,,,True,3.0,,,,,False,GOOD
1546,Edegem,APARTMENT,APARTMENT,199000.0,1.0,77.0,INSTALLED,False,,True,,True,30.0,,2,False,GOOD
1547,Deurne,APARTMENT,APARTMENT,199000.0,2.0,74.0,HYPER_EQUIPPED,False,,True,4.0,,,UNKNOWN,2,False,AS_NEW
1548,Wilrijk,APARTMENT,APARTMENT,239000.0,2.0,75.0,HYPER_EQUIPPED,,,True,8.0,,,,2,False,GOOD
1549,Harelbeke,HOUSE,HOUSE,215000.0,3.0,128.0,INSTALLED,,-1.0,,,True,,334,3,,GOOD
1550,Auderghem,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
1551,Uccle,APARTMENT,DUPLEX,1190000.0,3.0,203.0,USA_HYPER_EQUIPPED,False,,True,59.0,,,,4,False,AS_NEW
1552,Ixelles,APARTMENT,PENTHOUSE,715000.0,2.0,131.0,USA_HYPER_EQUIPPED,False,,True,39.0,,,,,False,AS_NEW
1553,Ixelles,APARTMENT,APARTMENT,390000.0,1.0,84.0,INSTALLED,False,,True,16.0,,,,,False,AS_NEW
1554,Ixelles,APARTMENT,PENTHOUSE,820000.0,3.0,164.0,INSTALLED,False,,True,20.0,,,,,False,AS_NEW
